854 2829
387 510 369
493 422 181
207 195 197
833 542 117
312 736 98
16 34 640
581 751 775
103 692 719
631 174 796
714 606 555
523 510 732
236 853 601
392 302 720
63 326 86
587 469 138
453 487 553
832 149 215
837 70 183
137 291 580
772 132 839
755 201 668
195 341 209
554 415 552
777 232 852
568 107 346
173 846 842
318 707 916
724 269 552
671 315 803
242 698 325
355 6 811
286 11 602
708 306 347
688 670 720
650 72 798
592 713 673
311 289 477
454 151 958
286 101 598
465 543 998
705 546 707
392 534 807
26 690 116
515 836 928
3 763 279
598 839 979
227 337 978
20 111 110
216 117 999
137 375 709
116 15 919
66 474 824
521 300 860
548 783 29
237 599 676
634 739 309
63 202 69
594 509 592
416 797 227
518 21 139
258 698 435
87 578 168
379 543 168
110 120 338
676 257 406
702 491 237
717 514 233
380 464 653
842 839 84
754 830 644
7 726 856
318 851 590
102 569 520
545 681 608
317 526 134
427 28 164
206 205 836
434 483 449
656 365 631
814 708 948
539 426 509
123 272 778
248 599 329
241 474 366
3 495 984
201 502 504
137 100 805
406 575 702
458 57 534
81 611 17
435 495 880
56 731 298
424 829 747
456 592 414
418 698 802
378 36 30
407 656 420
803 778 563
544 710 680
693 55 467
693 402 7
333 795 901
276 123 970
705 319 24
612 237 33
201 537 453
305 686 791
530 796 887
451 757 739
791 716 280
841 821 25
309 740 17
30 661 167
407 382 607
754 471 586
219 248 169
588 81 858
804 417 170
626 659 65
789 471 925
681 354 199
251 578 117
831 843 888
633 682 194
183 217 562
824 198 957
374 351 690
96 468 144
140 463 459
69 204 461
239 841 157
706 825 955
145 749 785
764 625 295
634 698 52
559 430 972
522 120 605
833 387 524
495 50 454
178 285 193
763 741 753
517 785 619
449 180 275
27 806 842
473 59 856
560 593 134
792 238 866
682 665 666
745 275 148
726 387 362
162 700 317
629 591 669
535 783 233
596 738 398
810 221 113
813 213 987
259 39 450
747 617 691
552 678 998
272 414 260
52 219 426
312 575 531
595 746 957
708 314 842
30 454 951
563 709 861
439 366 874
548 336 295
287 541 949
719 145 762
321 70 844
24 591 225
563 559 552
594 339 528
733 548 800
393 15 858
2 726 465
432 50 125
741 289 126
713 358 906
567 206 398
56 595 369
258 791 199
757 717 475
660 781 340
377 550 818
46 713 869
734 110 14
808 622 233
363 714 824
714 448 310
190 748 295
315 391 160
181 254 312
168 446 386
769 414 506
230 267 624
755 545 299
520 451 638
592 688 68
627 616 210
534 85 496
585 818 197
528 783 636
746 356 112
239 226 384
107 372 664
409 21 556
70 403 566
785 691 733
67 394 658
286 318 564
182 559 476
387 564 895
609 355 528
780 387 408
47 771 867
82 176 400
317 774 700
545 305 606
117 598 325
194 744 264
161 573 226
726 472 749
319 311 792
243 2 564
422 379 738
70 551 109
493 692 689
660 848 326
703 23 118
370 144 803
100 571 210
225 350 396
800 329 207
97 344 870
333 58 249
84 606 288
493 487 457
289 197 444
299 145 760
673 376 324
633 554 716
319 683 856
37 436 368
449 842 23
384 135 267
107 677 826
112 127 699
711 538 754
614 417 433
180 136 498
419 767 957
21 592 968
240 146 997
374 701 958
641 124 73
267 226 930
716 211 572
666 252 171
738 284 977
88 97 590
813 216 794
761 583 265
791 764 145
698 408 997
635 124 598
13 292 488
42 287 104
14 360 637
686 804 654
254 853 152
305 758 477
87 778 814
407 200 707
23 239 801
29 466 960
791 640 237
726 354 735
165 634 611
663 296 473
495 454 374
65 686 378
57 56 335
107 353 20
747 106 776
153 283 737
661 273 209
720 583 62
762 163 147
499 339 973
675 817 144
327 777 462
422 430 199
201 415 41
57 588 226
67 617 940
439 536 112
761 320 524
650 456 305
180 850 678
603 166 932
337 701 230
376 482 700
139 845 391
627 689 255
378 182 584
837 96 297
649 132 307
304 642 939
710 416 411
342 271 51
369 342 610
730 67 321
115 666 172
624 406 395
664 749 526
121 720 725
487 557 26
333 541 19
726 368 752
451 46 894
211 335 488
423 276 681
670 492 810
586 360 462
731 259 833
18 604 638
38 376 42
367 250 894
684 89 184
53 527 958
772 630 910
644 680 221
725 284 664
764 790 136
358 842 459
372 663 840
218 293 988
354 126 528
802 736 255
257 450 449
601 629 137
189 110 787
851 601 284
273 57 305
247 509 785
617 269 199
389 537 315
480 523 38
475 371 624
411 13 749
195 598 428
42 657 295
298 437 804
261 32 258
760 679 557
438 840 397
264 357 183
412 711 923
653 583 755
572 197 134
591 78 495
450 510 787
422 394 713
492 760 158
572 302 106
676 821 642
735 364 1
611 713 905
768 22 574
428 564 280
317 370 842
439 837 386
576 527 239
738 323 763
729 673 434
169 713 559
603 78 571
233 611 890
525 486 628
138 467 263
418 821 320
580 788 507
97 670 515
65 609 341
417 715 342
167 242 780
272 828 228
725 223 393
185 23 966
636 255 890
154 448 302
779 599 118
329 376 821
661 149 828
89 525 207
8 726 853
699 782 737
390 522 145
187 220 513
615 709 415
796 165 389
533 56 38
636 256 174
833 688 560
29 267 739
93 327 997
742 467 593
255 441 332
717 129 451
641 637 985
660 186 204
392 23 835
475 587 420
465 107 101
722 493 83
16 813 384
420 396 538
794 699 286
497 447 662
438 547 4
828 348 789
513 669 344
674 834 318
535 488 947
831 779 654
844 439 651
143 44 907
691 599 533
89 334 408
235 9 356
403 536 435
642 728 760
387 354 566
396 745 38
668 425 435
76 201 570
187 208 129
512 698 378
626 305 791
538 16 485
459 450 834
77 354 66
725 422 392
748 181 389
299 380 694
319 595 204
690 88 325
351 310 638
803 682 80
331 691 581
422 247 472
369 124 54
155 365 477
229 196 574
746 312 956
665 62 625
692 796 755
678 330 884
254 28 45
707 507 478
717 850 34
611 656 733
172 101 211
413 740 563
48 251 709
727 19 35
58 700 730
20 455 663
126 37 991
144 330 31
98 206 483
34 322 354
630 532 700
214 805 154
227 555 754
699 536 306
307 627 324
673 841 699
189 360 311
110 570 470
282 194 121
85 726 706
825 560 988
196 363 514
92 2 798
523 351 676
834 507 571
383 798 428
335 835 920
556 214 348
38 833 473
301 26 690
249 824 887
78 561 233
392 812 818
291 107 889
56 830 114
411 620 119
618 218 417
206 656 496
44 405 624
671 234 899
441 189 452
189 184 166
191 854 555
313 455 470
35 569 93
727 360 347
52 55 73
790 80 952
595 676 889
178 706 751
264 482 403
193 519 114
584 550 75
370 745 140
623 153 531
614 173 68
456 311 975
769 634 30
415 726 171
840 831 68
382 134 565
215 697 110
841 350 103
474 58 162
836 291 774
106 238 432
576 824 986
838 589 538
331 152 374
392 196 87
536 676 490
668 211 500
137 558 787
409 663 565
716 451 697
512 30 893
481 654 594
291 189 847
323 534 832
86 319 44
283 13 574
64 701 83
122 790 410
523 124 904
378 324 478
159 824 644
656 629 552
828 273 647
285 227 162
610 481 913
453 804 956
386 90 815
490 479 884
368 262 828
684 107 614
754 311 15
726 264 290
708 125 121
702 720 932
98 429 415
212 181 964
402 267 598
384 628 993
404 22 249
831 364 470
529 625 838
642 685 86
72 638 189
29 122 435
132 699 528
161 184 177
18 469 27
195 378 226
206 360 740
174 837 317
15 129 774
293 505 85
824 502 538
525 438 796
144 83 691
728 167 193
18 415 116
255 802 90
11 99 387
382 488 529
316 134 836
101 203 169
85 677 705
679 664 51
677 171 254
9 87 767
96 40 885
195 797 243
91 321 552
341 421 939
801 453 953
164 564 536
510 397 384
511 523 177
744 259 305
510 359 967
604 829 697
664 801 399
171 432 781
743 395 813
169 409 811
93 701 936
719 780 120
521 540 543
117 54 600
329 556 410
264 35 632
231 468 240
66 597 881
609 253 23
199 85 658
177 78 21
19 47 636
395 18 469
412 216 30
785 700 706
726 395 370
691 4 214
99 20 100
481 373 536
712 116 447
269 406 551
122 772 377
286 388 410
645 583 713
817 380 858
799 271 196
507 767 57
411 114 953
396 26 429
353 187 624
533 740 79
648 120 412
401 730 412
242 192 695
200 837 763
749 746 370
104 370 744
233 449 147
265 717 279
784 683 465
392 701 925
770 228 429
642 654 196
11 326 813
299 765 933
287 206 442
22 249 902
51 537 501
69 26 892
605 849 819
745 32 126
154 249 573
319 705 866
489 364 488
597 440 403
391 408 64
421 317 594
163 101 15
808 682 193
564 505 1
813 624 460
680 582 485
713 767 241
817 212 217
614 296 201
362 207 658
483 754 351
601 854 832
758 626 494
625 147 224
579 784 140
402 131 626
452 565 100
552 219 753
119 699 999
70 489 357
602 551 668
697 9 826
535 474 604
179 515 917
408 282 736
444 542 577
792 468 518
515 729 772
304 529 633
646 160 401
517 493 879
337 122 626
443 145 120
222 423 337
263 244 180
103 43 895
462 4 2
69 90 473
664 4 459
182 173 432
560 85 609
83 45 956
293 719 850
236 227 642
674 118 324
622 231 494
592 623 279
461 745 250
475 755 479
728 454 450
434 555 993
550 149 266
633 281 409
787 143 130
58 143 316
466 640 448
201 490 290
312 571 445
590 538 617
68 285 797
134 752 627
770 817 143
567 433 563
787 373 940
266 846 428
15 426 625
712 7 376
433 331 243
535 173 905
440 734 453
98 634 608
827 634 702
437 59 714
425 447 515
576 696 52
846 187 341
519 498 885
213 823 998
378 734 505
352 493 152
515 261 352
212 335 992
526 504 155
304 121 871
380 712 861
670 784 877
315 164 847
749 609 39
761 421 115
455 684 764
446 575 165
435 719 156
112 544 626
511 463 726
830 14 413
762 826 610
182 791 461
731 673 989
783 254 946
612 453 783
759 705 51
161 242 956
450 493 752
444 638 241
635 366 497
614 51 621
159 280 774
402 474 610
318 821 105
28 259 744
502 543 713
364 633 281
230 823 658
558 27 692
230 615 52
375 838 739
254 459 184
228 682 754
836 848 990
316 362 949
80 554 281
434 576 312
231 794 186
313 573 221
677 769 897
338 214 758
700 828 277
366 145 892
298 161 489
145 801 463
427 102 827
478 134 321
643 694 474
224 10 619
829 677 817
631 259 592
393 304 27
155 811 454
170 649 96
2 192 9
131 191 147
315 452 26
611 517 894
36 617 868
137 793 3
165 307 226
356 764 584
835 549 659
693 313 457
79 514 249
733 202 465
792 114 43
149 151 382
365 541 311
388 640 257
375 159 767
481 497 60
822 593 870
322 712 214
825 686 660
533 257 213
807 489 653
450 673 91
678 423 816
605 46 561
690 686 592
469 226 480
432 290 290
647 432 940
304 468 549
116 520 718
81 214 525
280 705 495
698 20 723
12 501 221
369 728 116
167 710 65
822 700 167
630 312 568
28 256 907
576 331 396
56 718 945
539 541 192
797 41 93
835 568 963
610 5 429
104 182 292
767 184 861
396 12 391
482 525 669
112 18 603
81 433 457
446 161 286
739 114 734
531 242 897
234 494 522
624 388 166
196 583 555
294 604 656
597 614 954
96 322 295
266 841 302
552 357 861
588 623 348
621 578 644
424 198 954
140 184 350
266 389 350
245 421 896
789 772 426
374 218 976
768 10 709
538 526 572
331 118 14
553 554 697
360 207 888
475 710 346
816 704 586
297 708 898
433 548 705
475 758 499
805 71 909
668 376 559
425 850 883
708 700 877
537 552 306
127 525 739
4 334 460
504 587 329
466 797 472
824 194 777
381 707 590
767 722 254
682 687 284
7 770 386
843 496 539
703 392 438
373 196 762
187 188 791
809 618 798
118 814 94
689 552 239
517 237 489
750 212 292
685 427 571
549 413 681
197 815 106
266 147 582
637 220 440
395 53 507
380 590 326
644 564 842
558 791 331
676 337 851
517 110 861
633 703 615
410 130 62
512 364 542
67 430 828
452 578 225
101 253 421
634 243 686
48 64 806
689 206 824
322 542 70
581 632 15
571 137 524
387 840 30
544 368 852
98 298 754
416 538 841
660 597 468
853 646 123
354 319 962
175 320 138
228 373 476
65 526 397
36 610 781
422 662 100
565 63 202
684 488 814
716 672 642
342 198 661
126 622 494
201 741 185
774 419 871
809 60 21
36 43 987
286 658 876
770 94 55
232 507 549
833 585 732
27 801 94
127 217 510
632 824 283
234 348 714
456 678 367
386 759 312
181 128 1000
848 75 1
641 840 685
431 121 358
102 57 341
715 56 625
349 552 441
827 39 443
73 106 220
323 132 943
609 267 662
196 502 363
718 222 573
605 79 930
197 280 741
763 788 300
19 407 786
168 534 987
62 761 294
15 293 604
685 84 706
50 358 513
192 191 987
14 153 575
705 521 381
544 596 29
98 153 206
522 695 724
342 845 100
745 497 159
53 117 466
499 100 359
142 385 682
761 90 679
652 574 154
630 186 509
449 577 295
98 153 371
2 499 192
851 159 324
481 44 832
333 804 748
847 823 371
805 464 319
395 627 407
460 806 268
734 141 50
71 165 607
23 666 480
769 86 184
463 703 770
270 25 200
633 677 989
853 403 181
794 514 503
826 6 692
454 455 542
500 310 481
431 82 734
586 609 704
604 286 642
45 827 496
826 657 92
270 278 31
594 733 723
248 335 515
527 704 273
519 792 802
306 231 652
396 270 915
370 184 277
709 413 910
397 774 237
331 830 586
222 700 270
280 113 266
659 422 80
626 468 836
739 32 172
362 662 135
100 735 229
152 188 632
213 18 613
417 605 760
154 571 615
379 177 805
669 449 868
462 749 704
554 303 605
319 132 661
721 300 718
246 120 754
136 656 473
816 451 935
100 427 971
559 296 253
479 548 24
526 74 364
741 826 1
376 563 352
293 458 988
273 841 422
153 319 397
80 669 247
442 807 280
71 328 32
549 810 261
420 835 177
215 359 535
51 801 923
104 571 315
754 73 772
820 155 296
395 453 822
148 42 568
623 52 92
96 554 746
103 706 583
621 680 646
147 736 725
500 720 347
385 329 311
418 451 296
50 93 512
322 283 150
282 215 655
36 633 642
311 727 165
287 553 323
256 570 776
159 660 656
154 841 137
162 108 212
812 291 541
259 611 960
638 240 798
719 820 340
649 379 380
546 421 408
717 667 436
751 235 712
221 245 787
656 295 895
39 792 348
288 233 93
26 600 694
574 11 98
787 189 961
808 721 488
678 676 811
466 290 135
440 381 828
768 75 263
246 433 195
589 732 771
94 249 499
370 317 594
202 430 457
665 291 924
727 499 423
454 331 230
433 824 194
206 428 245
116 831 341
607 719 498
580 656 673
324 527 591
211 523 760
847 228 456
97 3 500
745 791 734
609 699 127
161 769 695
523 640 240
718 356 442
20 476 709
646 285 15
525 805 782
838 540 566
610 611 785
594 839 965
541 292 936
682 690 349
13 19 263
180 481 423
168 133 174
589 491 702
10 405 25
193 801 59
429 724 99
192 720 505
793 601 828
547 365 610
62 488 873
784 845 627
1 566 912
329 97 874
478 677 722
807 363 743
43 317 237
553 634 13
532 319 19
161 130 327
539 774 723
238 274 1000
666 787 444
743 667 538
831 58 203
256 826 994
249 588 225
412 449 668
425 717 58
739 497 609
755 300 296
507 369 596
372 709 602
430 435 705
814 272 878
134 15 418
311 488 758
520 693 589
365 282 435
402 375 336
178 597 83
616 538 146
261 11 750
545 281 672
423 456 511
792 39 366
777 645 117
660 446 951
537 374 981
166 36 677
722 765 45
777 188 649
235 174 963
715 771 264
629 360 536
635 80 624
476 143 130
386 724 933
769 38 255
463 101 199
148 150 310
44 701 420
664 649 819
329 475 73
539 321 930
494 613 528
842 634 671
159 461 521
141 527 748
381 552 782
392 106 157
844 67 485
238 680 734
414 103 26
551 809 406
776 290 941
511 802 395
109 196 910
78 594 100
554 795 654
645 249 372
20 523 222
794 106 725
599 593 225
331 805 831
682 214 356
515 65 134
707 88 863
756 410 371
48 27 749
382 534 232
567 291 989
102 433 297
220 722 729
500 330 648
153 477 110
835 164 565
618 653 764
145 646 940
279 533 864
755 422 568
259 528 661
639 22 814
370 476 642
841 532 919
19 696 327
352 171 276
761 123 287
537 416 473
228 759 290
677 560 487
160 219 423
764 683 320
748 198 461
386 394 456
430 634 277
671 693 824
296 709 270
696 469 217
178 264 711
584 352 614
708 690 306
188 52 253
539 128 649
585 469 401
132 239 423
404 500 470
564 485 977
498 613 498
235 346 349
529 589 419
350 60 904
250 718 231
321 546 606
171 555 187
760 448 944
797 713 280
538 670 167
770 592 3
400 779 520
464 592 54
517 822 543
369 415 558
49 397 497
804 683 204
676 724 831
54 98 105
312 212 671
247 640 756
500 773 403
361 749 178
608 333 228
21 508 465
679 406 83
717 485 167
731 157 620
820 481 642
610 210 690
315 98 982
717 405 821
493 464 303
577 850 542
177 11 50
508 577 432
153 795 878
539 606 81
405 713 92
175 794 833
90 834 491
763 749 738
803 695 477
128 511 738
83 815 586
242 219 241
667 755 922
674 34 922
756 460 540
33 233 339
811 308 571
175 637 989
796 640 394
14 45 310
75 511 803
198 104 378
420 229 370
664 57 674
83 600 678
320 300 821
319 4 285
440 153 156
714 725 112
761 687 261
635 507 701
120 300 184
450 293 146
311 233 704
790 297 457
185 469 869
16 339 70
380 345 270
370 422 616
484 630 119
475 636 668
183 829 820
84 552 217
715 676 501
637 162 2
442 276 653
293 789 974
717 715 45
23 125 963
558 22 424
768 54 505
487 608 967
224 355 536
129 711 709
227 697 173
87 759 921
247 536 223
610 527 634
666 761 573
754 283 908
215 391 386
750 103 978
56 852 307
471 58 293
424 677 222
663 202 361
423 120 322
714 413 158
678 19 689
723 405 557
658 778 674
210 850 227
22 359 627
479 303 272
780 151 490
587 792 23
77 4 51
362 489 948
600 569 158
831 697 575
263 135 862
614 141 808
271 198 886
685 733 877
808 161 691
665 243 551
600 370 270
379 594 750
150 22 827
623 438 260
599 639 190
679 484 969
497 112 194
154 579 921
291 62 477
536 601 722
155 116 97
447 335 18
627 256 151
37 623 398
658 485 715
134 505 170
401 29 225
503 426 29
315 603 581
682 339 804
142 805 177
722 772 567
545 776 542
107 432 59
771 357 849
480 585 489
260 633 972
690 841 753
522 306 911
387 347 392
502 559 245
69 448 333
408 353 388
311 201 876
707 11 343
438 801 950
306 218 349
296 105 308
106 155 911
241 200 264
351 61 643
92 695 961
38 657 728
780 592 747
853 357 996
121 245 549
659 289 307
699 396 457
145 249 641
620 654 877
293 69 859
608 605 91
218 422 418
802 294 812
499 165 292
201 243 782
725 331 837
851 844 231
142 740 840
613 691 899
442 121 283
128 355 537
415 146 862
435 55 19
509 372 295
830 295 375
77 267 962
590 805 272
1 230 446
390 87 268
127 112 51
590 572 206
320 281 785
59 528 64
530 378 357
367 138 19
242 564 491
82 280 668
803 201 587
380 385 68
110 784 590
371 45 733
272 106 532
833 785 773
416 37 788
156 324 986
115 206 699
650 457 385
433 83 547
146 748 742
146 220 683
691 501 462
125 324 759
384 397 134
584 526 58
495 290 984
490 306 726
720 239 135
734 373 334
640 774 233
833 763 742
450 208 691
364 344 38
328 603 406
760 380 79
63 132 155
750 543 613
540 241 684
9 537 910
710 159 925
89 817 442
559 159 776
81 616 141
779 511 385
509 226 153
677 487 536
253 374 957
153 299 667
750 216 586
677 757 352
837 48 862
563 604 563
614 93 164
316 29 522
9 841 567
470 508 123
204 310 725
694 834 198
83 286 230
6 844 115
225 60 35
395 601 110
749 180 465
695 328 178
301 312 11
429 610 466
686 89 58
333 645 494
203 800 466
284 298 290
636 91 744
259 757 850
466 717 4
67 564 405
330 572 246
194 154 101
607 754 290
624 571 752
705 327 138
212 482 938
780 282 706
562 314 911
380 811 284
392 826 342
615 625 93
182 219 509
447 64 422
679 318 642
516 217 937
291 578 691
518 452 603
285 648 859
305 51 922
664 251 574
311 177 491
362 846 70
748 413 570
535 29 11
653 605 698
510 817 816
537 782 940
647 560 208
664 311 216
307 83 183
274 27 715
206 597 710
200 453 449
527 160 135
641 413 879
237 636 938
439 144 103
177 322 277
215 250 900
325 139 754
58 654 944
831 164 444
844 370 177
600 110 610
359 717 553
74 252 363
35 485 202
580 347 857
444 662 716
449 41 781
834 237 664
569 379 70
259 530 335
65 502 903
649 588 972
729 844 743
581 214 288
287 209 68
553 43 547
426 498 360
92 119 611
242 157 357
756 342 160
771 646 352
434 508 524
763 780 944
436 358 246
100 440 45
245 511 433
500 586 749
521 414 248
343 836 931
715 757 662
761 652 30
71 665 196
834 200 635
220 510 797
223 560 661
389 55 818
142 808 416
291 49 529
50 578 797
559 26 469
277 537 959
286 674 328
653 378 434
716 419 58
5 256 735
834 213 436
810 258 150
6 102 913
126 327 588
612 307 681
813 602 144
40 813 614
279 273 555
679 475 528
379 493 986
87 89 837
635 261 527
476 679 145
622 566 794
355 381 572
510 103 17
525 677 335
94 785 836
812 128 918
289 726 748
292 471 705
674 384 604
20 129 383
670 548 995
845 455 122
177 530 161
402 761 44
59 21 216
761 147 617
612 631 578
807 830 591
123 792 308
5 231 464
791 471 549
65 754 235
618 465 955
272 158 431
744 188 565
479 390 548
412 610 839
159 825 523
391 472 819
227 127 771
104 18 845
602 453 529
688 18 3
268 748 896
264 39 240
329 513 197
53 830 873
353 839 137
806 32 768
738 608 568
221 289 55
132 145 641
69 292 448
530 332 742
470 607 369
709 293 619
384 606 762
672 69 874
426 390 18
162 180 873
46 621 329
591 704 433
401 629 545
331 62 423
696 88 33
482 150 343
640 665 999
639 327 959
632 147 888
134 436 939
71 212 305
309 697 968
674 703 220
168 238 115
727 694 307
443 157 115
432 461 104
379 593 943
92 459 236
475 136 79
140 337 444
116 615 663
834 371 95
838 251 667
567 440 258
756 496 695
746 620 144
174 531 572
107 662 249
374 690 62
572 248 313
294 36 188
751 519 551
281 681 404
192 840 980
419 191 879
559 750 557
677 274 442
142 314 575
187 670 41
205 404 686
5 51 362
604 718 577
630 184 774
835 314 996
286 492 46
630 720 225
328 71 48
216 56 526
337 199 216
220 685 190
518 563 926
711 392 198
748 570 992
323 655 375
495 55 542
443 685 5
127 188 277
200 680 552
827 764 536
324 176 924
176 615 98
308 179 240
30 14 646
151 62 694
478 487 918
365 722 533
666 306 916
536 194 543
304 732 573
515 638 337
132 257 249
225 491 59
162 276 834
697 570 74
656 148 251
299 804 850
510 540 721
2 210 1000
472 358 719
558 532 788
455 89 192
208 389 705
789 851 457
141 612 114
634 376 632
361 667 839
224 582 776
275 279 870
482 247 222
14 705 831
840 738 730
141 652 418
502 630 823
132 690 947
460 422 417
222 762 732
284 842 364
456 465 279
821 565 63
383 513 758
343 273 391
635 484 141
62 530 519
543 222 421
721 481 141
803 752 258
181 343 982
633 65 322
249 239 913
303 546 375
713 739 775
744 186 772
837 513 526
603 66 888
621 663 440
689 21 771
479 34 412
316 199 331
694 441 874
729 223 296
328 211 996
110 773 481
398 564 569
501 123 769
613 457 304
267 769 963
323 126 599
477 302 887
633 403 835
195 24 210
277 241 610
591 785 637
143 266 434
571 709 673
387 471 995
504 712 812
519 428 722
694 109 255
14 386 952
222 589 690
307 103 294
561 400 880
570 267 121
714 773 288
110 408 174
264 715 694
11 676 755
52 522 752
55 174 182
644 700 268
337 747 333
647 263 935
196 453 339
161 255 450
232 562 871
337 752 509
199 686 119
391 422 698
775 123 568
376 68 346
47 39 497
76 543 677
58 684 535
222 755 36
49 462 650
581 134 111
463 828 305
276 823 956
836 759 254
195 509 728
774 11 40
766 664 431
728 64 998
648 444 219
83 293 893
92 655 526
98 195 303
54 518 928
486 755 128
158 845 474
447 451 39
357 507 331
296 495 653
548 70 688
102 52 373
618 169 28
801 135 785
828 61 321
579 260 156
193 683 905
254 152 676
831 817 746
252 397 480
853 445 983
430 492 113
606 287 1
600 561 564
123 326 732
459 436 44
602 762 341
433 440 653
377 617 139
609 306 180
210 498 934
128 451 408
576 704 39
133 407 104
49 474 60
126 757 652
763 842 355
643 221 787
464 434 20
843 826 229
461 225 995
493 210 340
500 63 310
76 479 979
258 169 761
655 363 731
443 417 42
718 496 85
502 605 493
698 152 226
33 39 101
141 833 216
138 780 938
402 303 538
743 26 254
179 242 180
204 784 886
462 66 6
433 634 208
8 10 350
274 684 47
285 408 949
832 112 781
686 598 667
87 125 183
574 688 1000
378 496 949
787 554 548
170 295 790
411 775 174
389 841 354
575 369 245
671 349 924
410 308 931
622 676 140
2 377 470
653 483 593
35 574 111
489 21 874
775 63 181
824 37 195
725 845 375
661 496 373
339 187 291
156 442 433
182 798 289
849 347 109
643 205 652
708 749 22
434 14 412
745 546 840
659 201 929
257 818 499
700 181 289
625 229 794
559 165 961
236 740 579
834 449 898
466 811 517
306 614 936
62 330 26
619 211 987
769 839 289
125 699 665
324 729 550
616 157 43
815 262 668
42 211 287
705 130 861
628 159 456
482 182 960
586 478 354
120 146 923
269 692 677
824 788 327
704 534 694
435 724 749
305 408 339
388 512 556
183 355 895
330 342 486
319 375 85
449 457 3
784 535 708
441 704 741
329 318 580
763 781 508
709 721 311
197 425 916
585 807 986
612 770 286
322 370 444
247 840 235
328 775 647
163 183 755
402 685 319
804 164 454
730 494 379
846 246 882
41 34 168
267 135 338
416 370 864
392 674 547
105 732 546
8 624 382
540 22 104
34 88 206
720 837 952
736 170 508
508 113 735
289 439 449
788 568 548
45 378 159
224 24 88
406 501 301
15 595 193
412 45 971
510 407 529
366 85 871
187 500 99
70 131 928
668 68 144
321 587 716
788 538 768
572 199 126
640 536 264
796 849 82
311 46 842
194 362 732
816 107 133
418 112 705
637 54 933
32 563 878
625 208 653
9 842 582
433 98 329
102 295 788
225 309 817
734 87 600
546 228 17
177 503 288
103 197 807
772 364 176
