{Machetes_nebrius, Motacilla_caucasicus} {Aix_gigas, Budytes_karelini}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Hottentotta_melleri}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Machetes_nebrius}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Porphyrio_maihensis}
{Mochlus_oenanthe, Paraphysa_constrictor} {Hottentotta_melleri, Budytes_karelini}
{Mochlus_oenanthe, Paraphysa_constrictor} {Machetes_nebrius, Budytes_karelini}
{Mochlus_oenanthe, Paraphysa_constrictor} {Porphyrio_maihensis, Budytes_karelini}
{Mochlus_oenanthe, Paraphysa_constrictor} {Machetes_nebrius, Hottentotta_melleri}
{Mochlus_oenanthe, Paraphysa_constrictor} {Porphyrio_maihensis, Hottentotta_melleri}
{Mochlus_oenanthe, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Budytes_karelini}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Hottentotta_melleri}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Machetes_nebrius}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Hottentotta_melleri, Budytes_karelini}
{Mochlus_oenanthe, Tadorna_alpinus} {Machetes_nebrius, Budytes_karelini}
{Mochlus_oenanthe, Tadorna_alpinus} {Porphyrio_maihensis, Budytes_karelini}
{Mochlus_oenanthe, Tadorna_alpinus} {Machetes_nebrius, Hottentotta_melleri}
{Mochlus_oenanthe, Tadorna_alpinus} {Porphyrio_maihensis, Hottentotta_melleri}
{Mochlus_oenanthe, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Tadorna_alpinus, Paraphysa_constrictor} {Acipenser_castaneus, Budytes_karelini}
{Tadorna_alpinus, Paraphysa_constrictor} {Acipenser_castaneus, Hottentotta_melleri}
{Tadorna_alpinus, Paraphysa_constrictor} {Acipenser_castaneus, Machetes_nebrius}
{Tadorna_alpinus, Paraphysa_constrictor} {Acipenser_castaneus, Porphyrio_maihensis}
{Tadorna_alpinus, Paraphysa_constrictor} {Hottentotta_melleri, Budytes_karelini}
{Tadorna_alpinus, Paraphysa_constrictor} {Machetes_nebrius, Budytes_karelini}
{Tadorna_alpinus, Paraphysa_constrictor} {Porphyrio_maihensis, Budytes_karelini}
{Tadorna_alpinus, Paraphysa_constrictor} {Machetes_nebrius, Hottentotta_melleri}
{Tadorna_alpinus, Paraphysa_constrictor} {Porphyrio_maihensis, Hottentotta_melleri}
{Tadorna_alpinus, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Machetes_nebrius} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Paraphysa_constrictor} {Motacilla_caucasicus, Abantias_dignus}
{Machetes_nebrius, Budytes_karelini} {Motacilla_caucasicus, Abantias_dignus}
{Paraphysa_constrictor, Budytes_karelini} {Motacilla_caucasicus, Abantias_dignus}
{Machetes_nebrius, Paraphysa_constrictor} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Pelusios_fissipes, Alcedo_monachus}
{Acipenser_castaneus, Allactaga_subrubrum} {Pelusios_fissipes, Alcedo_monachus}
{Acipenser_castaneus, Motacilla_caucasicus} {Pelusios_fissipes, Alcedo_monachus}
{Acipenser_castaneus, Paraphysa_constrictor} {Pelusios_fissipes, Alcedo_monachus}
{Acipenser_castaneus, Tadorna_alpinus} {Pelusios_fissipes, Alcedo_monachus}
{Allactaga_subrubrum, Aix_gigas} {Pelusios_fissipes, Alcedo_monachus}
{Aix_gigas, Motacilla_caucasicus} {Pelusios_fissipes, Alcedo_monachus}
{Paraphysa_constrictor, Aix_gigas} {Pelusios_fissipes, Alcedo_monachus}
{Tadorna_alpinus, Aix_gigas} {Pelusios_fissipes, Alcedo_monachus}
{Allactaga_subrubrum, Motacilla_caucasicus} {Pelusios_fissipes, Alcedo_monachus}
{Allactaga_subrubrum, Paraphysa_constrictor} {Pelusios_fissipes, Alcedo_monachus}
{Allactaga_subrubrum, Tadorna_alpinus} {Pelusios_fissipes, Alcedo_monachus}
{Paraphysa_constrictor, Motacilla_caucasicus} {Pelusios_fissipes, Alcedo_monachus}
{Tadorna_alpinus, Motacilla_caucasicus} {Pelusios_fissipes, Alcedo_monachus}
{Tadorna_alpinus, Paraphysa_constrictor} {Pelusios_fissipes, Alcedo_monachus}
{Acipenser_castaneus, Aix_gigas} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Aix_gigas} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Aix_gigas} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Aix_gigas} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Aix_gigas} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Aix_gigas} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Aix_gigas} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Alcedo_monachus} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Alcedo_monachus} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Alcedo_monachus} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Alcedo_monachus} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Alcedo_monachus} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Alcedo_monachus} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Alcedo_monachus} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Alcedo_monachus} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Allactaga_subrubrum} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Allactaga_subrubrum} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Allactaga_subrubrum} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Allactaga_subrubrum} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Allactaga_subrubrum} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Allactaga_subrubrum} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Allactaga_subrubrum} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Allactaga_subrubrum} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Budytes_karelini} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Budytes_karelini} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Budytes_karelini} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Budytes_karelini} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Budytes_karelini} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Budytes_karelini} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Budytes_karelini} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Budytes_karelini} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Calidris_arseniavi} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Calidris_arseniavi} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Calidris_arseniavi} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Calidris_arseniavi} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Calidris_arseniavi} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Calidris_arseniavi} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Calidris_arseniavi} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Calidris_arseniavi} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Mochlus_oenanthe} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Mochlus_oenanthe} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Mochlus_oenanthe} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Mochlus_oenanthe} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Mochlus_oenanthe} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Mochlus_oenanthe} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Mochlus_oenanthe} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Mochlus_oenanthe} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Paraphysa_constrictor} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Paraphysa_constrictor} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Paraphysa_constrictor} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Paraphysa_constrictor} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Paraphysa_constrictor} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Paraphysa_constrictor} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Paraphysa_constrictor} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Pelusios_fissipes} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Pelusios_fissipes} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Pelusios_fissipes} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Pelusios_fissipes} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Pelusios_fissipes} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Pelusios_fissipes} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Pelusios_fissipes} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Pelusios_fissipes} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Regulus_pedo} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Regulus_pedo} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Regulus_pedo} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Regulus_pedo} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Regulus_pedo} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Regulus_pedo} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Regulus_pedo} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Regulus_pedo} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Sceloporus_pictus} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Sceloporus_pictus} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Sceloporus_pictus} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Sceloporus_pictus} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Sceloporus_pictus} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Sceloporus_pictus} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Sceloporus_pictus} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Sceloporus_pictus} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Porphyrio_maihensis, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Falco_maldivarum, Abantias_dignus}
{Acipenser_castaneus, Tadorna_alpinus} {Hottentotta_melleri, Abantias_dignus}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Abantias_dignus}
{Acipenser_castaneus, Tadorna_alpinus} {Motacilla_caucasicus, Abantias_dignus}
{Acipenser_castaneus, Tadorna_alpinus} {Porphyrio_maihensis, Abantias_dignus}
{Acipenser_castaneus, Tadorna_alpinus} {Hottentotta_melleri, Falco_maldivarum}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Falco_maldivarum}
{Acipenser_castaneus, Tadorna_alpinus} {Motacilla_caucasicus, Falco_maldivarum}
{Acipenser_castaneus, Tadorna_alpinus} {Porphyrio_maihensis, Falco_maldivarum}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Hottentotta_melleri}
{Acipenser_castaneus, Tadorna_alpinus} {Motacilla_caucasicus, Hottentotta_melleri}
{Acipenser_castaneus, Tadorna_alpinus} {Porphyrio_maihensis, Hottentotta_melleri}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Porphyrio_maihensis, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Falco_maldivarum, Abantias_dignus}
{Aix_gigas, Alcedo_monachus} {Hottentotta_melleri, Abantias_dignus}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Abantias_dignus}
{Aix_gigas, Alcedo_monachus} {Motacilla_caucasicus, Abantias_dignus}
{Aix_gigas, Alcedo_monachus} {Porphyrio_maihensis, Abantias_dignus}
{Aix_gigas, Alcedo_monachus} {Hottentotta_melleri, Falco_maldivarum}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Falco_maldivarum}
{Aix_gigas, Alcedo_monachus} {Motacilla_caucasicus, Falco_maldivarum}
{Aix_gigas, Alcedo_monachus} {Porphyrio_maihensis, Falco_maldivarum}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Hottentotta_melleri}
{Aix_gigas, Alcedo_monachus} {Motacilla_caucasicus, Hottentotta_melleri}
{Aix_gigas, Alcedo_monachus} {Porphyrio_maihensis, Hottentotta_melleri}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Porphyrio_maihensis, Motacilla_caucasicus}
{Allactaga_subrubrum, Aix_gigas} {Falco_maldivarum, Abantias_dignus}
{Allactaga_subrubrum, Aix_gigas} {Hottentotta_melleri, Abantias_dignus}
{Allactaga_subrubrum, Aix_gigas} {Machetes_nebrius, Abantias_dignus}
{Allactaga_subrubrum, Aix_gigas} {Motacilla_caucasicus, Abantias_dignus}
{Allactaga_subrubrum, Aix_gigas} {Porphyrio_maihensis, Abantias_dignus}
{Allactaga_subrubrum, Aix_gigas} {Hottentotta_melleri, Falco_maldivarum}
{Allactaga_subrubrum, Aix_gigas} {Machetes_nebrius, Falco_maldivarum}
{Allactaga_subrubrum, Aix_gigas} {Motacilla_caucasicus, Falco_maldivarum}
{Allactaga_subrubrum, Aix_gigas} {Porphyrio_maihensis, Falco_maldivarum}
{Allactaga_subrubrum, Aix_gigas} {Machetes_nebrius, Hottentotta_melleri}
{Allactaga_subrubrum, Aix_gigas} {Motacilla_caucasicus, Hottentotta_melleri}
{Allactaga_subrubrum, Aix_gigas} {Porphyrio_maihensis, Hottentotta_melleri}
{Allactaga_subrubrum, Aix_gigas} {Machetes_nebrius, Motacilla_caucasicus}
{Allactaga_subrubrum, Aix_gigas} {Machetes_nebrius, Porphyrio_maihensis}
{Allactaga_subrubrum, Aix_gigas} {Porphyrio_maihensis, Motacilla_caucasicus}
{Aix_gigas, Budytes_karelini} {Falco_maldivarum, Abantias_dignus}
{Aix_gigas, Budytes_karelini} {Hottentotta_melleri, Abantias_dignus}
{Aix_gigas, Budytes_karelini} {Machetes_nebrius, Abantias_dignus}
{Aix_gigas, Budytes_karelini} {Motacilla_caucasicus, Abantias_dignus}
{Aix_gigas, Budytes_karelini} {Porphyrio_maihensis, Abantias_dignus}
{Aix_gigas, Budytes_karelini} {Hottentotta_melleri, Falco_maldivarum}
{Aix_gigas, Budytes_karelini} {Machetes_nebrius, Falco_maldivarum}
{Aix_gigas, Budytes_karelini} {Motacilla_caucasicus, Falco_maldivarum}
{Aix_gigas, Budytes_karelini} {Porphyrio_maihensis, Falco_maldivarum}
{Aix_gigas, Budytes_karelini} {Machetes_nebrius, Hottentotta_melleri}
{Aix_gigas, Budytes_karelini} {Motacilla_caucasicus, Hottentotta_melleri}
{Aix_gigas, Budytes_karelini} {Porphyrio_maihensis, Hottentotta_melleri}
{Aix_gigas, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Porphyrio_maihensis, Motacilla_caucasicus}
{Calidris_arseniavi, Aix_gigas} {Falco_maldivarum, Abantias_dignus}
{Calidris_arseniavi, Aix_gigas} {Hottentotta_melleri, Abantias_dignus}
{Calidris_arseniavi, Aix_gigas} {Machetes_nebrius, Abantias_dignus}
{Calidris_arseniavi, Aix_gigas} {Motacilla_caucasicus, Abantias_dignus}
{Calidris_arseniavi, Aix_gigas} {Porphyrio_maihensis, Abantias_dignus}
{Calidris_arseniavi, Aix_gigas} {Hottentotta_melleri, Falco_maldivarum}
{Calidris_arseniavi, Aix_gigas} {Machetes_nebrius, Falco_maldivarum}
