{Machetes_nebrius, Motacilla_caucasicus} {Aix_gigas, Budytes_karelini}
{Allactaga_subrubrum, Paraphysa_constrictor} {Hottentotta_melleri, Machetes_nebrius}
{Allactaga_subrubrum, Paraphysa_constrictor} {Hottentotta_melleri, Porphyrio_maihensis}
{Allactaga_subrubrum, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Allactaga_subrubrum, Tadorna_alpinus} {Acipenser_castaneus, Budytes_karelini}
{Allactaga_subrubrum, Tadorna_alpinus} {Acipenser_castaneus, Hottentotta_melleri}
{Allactaga_subrubrum, Tadorna_alpinus} {Acipenser_castaneus, Machetes_nebrius}
{Allactaga_subrubrum, Tadorna_alpinus} {Acipenser_castaneus, Porphyrio_maihensis}
{Allactaga_subrubrum, Tadorna_alpinus} {Budytes_karelini, Hottentotta_melleri}
{Allactaga_subrubrum, Tadorna_alpinus} {Budytes_karelini, Machetes_nebrius}
{Allactaga_subrubrum, Tadorna_alpinus} {Budytes_karelini, Porphyrio_maihensis}
{Allactaga_subrubrum, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Allactaga_subrubrum, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Allactaga_subrubrum, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Budytes_karelini}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Hottentotta_melleri}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Machetes_nebrius}
{Mochlus_oenanthe, Paraphysa_constrictor} {Acipenser_castaneus, Porphyrio_maihensis}
{Mochlus_oenanthe, Paraphysa_constrictor} {Budytes_karelini, Hottentotta_melleri}
{Mochlus_oenanthe, Paraphysa_constrictor} {Budytes_karelini, Machetes_nebrius}
{Mochlus_oenanthe, Paraphysa_constrictor} {Budytes_karelini, Porphyrio_maihensis}
{Mochlus_oenanthe, Paraphysa_constrictor} {Hottentotta_melleri, Machetes_nebrius}
{Mochlus_oenanthe, Paraphysa_constrictor} {Hottentotta_melleri, Porphyrio_maihensis}
{Mochlus_oenanthe, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Budytes_karelini}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Hottentotta_melleri}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Machetes_nebrius}
{Mochlus_oenanthe, Tadorna_alpinus} {Acipenser_castaneus, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Budytes_karelini, Hottentotta_melleri}
{Mochlus_oenanthe, Tadorna_alpinus} {Budytes_karelini, Machetes_nebrius}
{Mochlus_oenanthe, Tadorna_alpinus} {Budytes_karelini, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Mochlus_oenanthe, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Mochlus_oenanthe, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Paraphysa_constrictor, Tadorna_alpinus} {Acipenser_castaneus, Budytes_karelini}
{Paraphysa_constrictor, Tadorna_alpinus} {Acipenser_castaneus, Hottentotta_melleri}
{Paraphysa_constrictor, Tadorna_alpinus} {Acipenser_castaneus, Machetes_nebrius}
{Paraphysa_constrictor, Tadorna_alpinus} {Acipenser_castaneus, Porphyrio_maihensis}
{Paraphysa_constrictor, Tadorna_alpinus} {Budytes_karelini, Hottentotta_melleri}
{Paraphysa_constrictor, Tadorna_alpinus} {Budytes_karelini, Machetes_nebrius}
{Paraphysa_constrictor, Tadorna_alpinus} {Budytes_karelini, Porphyrio_maihensis}
{Paraphysa_constrictor, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Paraphysa_constrictor, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Paraphysa_constrictor, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Machetes_nebrius} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Budytes_karelini, Machetes_nebrius} {Abantias_dignus, Motacilla_caucasicus}
{Budytes_karelini, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Machetes_nebrius, Paraphysa_constrictor} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Alcedo_monachus, Pelusios_fissipes}
{Acipenser_castaneus, Allactaga_subrubrum} {Alcedo_monachus, Pelusios_fissipes}
{Acipenser_castaneus, Motacilla_caucasicus} {Alcedo_monachus, Pelusios_fissipes}
{Acipenser_castaneus, Paraphysa_constrictor} {Alcedo_monachus, Pelusios_fissipes}
{Acipenser_castaneus, Tadorna_alpinus} {Alcedo_monachus, Pelusios_fissipes}
{Aix_gigas, Allactaga_subrubrum} {Alcedo_monachus, Pelusios_fissipes}
{Aix_gigas, Motacilla_caucasicus} {Alcedo_monachus, Pelusios_fissipes}
{Aix_gigas, Paraphysa_constrictor} {Alcedo_monachus, Pelusios_fissipes}
{Aix_gigas, Tadorna_alpinus} {Alcedo_monachus, Pelusios_fissipes}
{Allactaga_subrubrum, Motacilla_caucasicus} {Alcedo_monachus, Pelusios_fissipes}
{Allactaga_subrubrum, Paraphysa_constrictor} {Alcedo_monachus, Pelusios_fissipes}
{Allactaga_subrubrum, Tadorna_alpinus} {Alcedo_monachus, Pelusios_fissipes}
{Motacilla_caucasicus, Paraphysa_constrictor} {Alcedo_monachus, Pelusios_fissipes}
{Motacilla_caucasicus, Tadorna_alpinus} {Alcedo_monachus, Pelusios_fissipes}
{Paraphysa_constrictor, Tadorna_alpinus} {Alcedo_monachus, Pelusios_fissipes}
{Acipenser_castaneus, Aix_gigas} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Aix_gigas} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Aix_gigas} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Aix_gigas} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Aix_gigas} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Aix_gigas} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Aix_gigas} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Aix_gigas} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Aix_gigas} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Aix_gigas} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Aix_gigas} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Alcedo_monachus} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Alcedo_monachus} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Alcedo_monachus} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Alcedo_monachus} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Alcedo_monachus} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Alcedo_monachus} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Alcedo_monachus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Alcedo_monachus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Allactaga_subrubrum} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Allactaga_subrubrum} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Allactaga_subrubrum} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Allactaga_subrubrum} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Allactaga_subrubrum} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Allactaga_subrubrum} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Allactaga_subrubrum} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Allactaga_subrubrum} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Budytes_karelini} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Budytes_karelini} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Budytes_karelini} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Budytes_karelini} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Budytes_karelini} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Budytes_karelini} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Budytes_karelini} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Budytes_karelini} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Budytes_karelini} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Calidris_arseniavi} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Calidris_arseniavi} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Calidris_arseniavi} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Calidris_arseniavi} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Calidris_arseniavi} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Calidris_arseniavi} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Calidris_arseniavi} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Calidris_arseniavi} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Mochlus_oenanthe} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Mochlus_oenanthe} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Mochlus_oenanthe} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Mochlus_oenanthe} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Mochlus_oenanthe} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Mochlus_oenanthe} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Mochlus_oenanthe} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Mochlus_oenanthe} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Paraphysa_constrictor} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Paraphysa_constrictor} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Paraphysa_constrictor} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Paraphysa_constrictor} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Paraphysa_constrictor} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Paraphysa_constrictor} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Paraphysa_constrictor} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Paraphysa_constrictor} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Pelusios_fissipes} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Pelusios_fissipes} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Pelusios_fissipes} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Pelusios_fissipes} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Pelusios_fissipes} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Pelusios_fissipes} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Pelusios_fissipes} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Pelusios_fissipes} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Regulus_pedo} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Regulus_pedo} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Regulus_pedo} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Regulus_pedo} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Regulus_pedo} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Regulus_pedo} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Regulus_pedo} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Regulus_pedo} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Sceloporus_pictus} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Sceloporus_pictus} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Sceloporus_pictus} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Sceloporus_pictus} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Sceloporus_pictus} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Sceloporus_pictus} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Sceloporus_pictus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Sceloporus_pictus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Abantias_dignus, Falco_maldivarum}
{Acipenser_castaneus, Tadorna_alpinus} {Abantias_dignus, Hottentotta_melleri}
{Acipenser_castaneus, Tadorna_alpinus} {Abantias_dignus, Machetes_nebrius}
{Acipenser_castaneus, Tadorna_alpinus} {Abantias_dignus, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Abantias_dignus, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Falco_maldivarum, Hottentotta_melleri}
{Acipenser_castaneus, Tadorna_alpinus} {Falco_maldivarum, Machetes_nebrius}
{Acipenser_castaneus, Tadorna_alpinus} {Falco_maldivarum, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Falco_maldivarum, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Hottentotta_melleri, Machetes_nebrius}
{Acipenser_castaneus, Tadorna_alpinus} {Hottentotta_melleri, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Hottentotta_melleri, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Motacilla_caucasicus}
{Acipenser_castaneus, Tadorna_alpinus} {Machetes_nebrius, Porphyrio_maihensis}
{Acipenser_castaneus, Tadorna_alpinus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Alcedo_monachus} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Alcedo_monachus} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Alcedo_monachus} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Alcedo_monachus} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Alcedo_monachus} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Alcedo_monachus} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Alcedo_monachus} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Alcedo_monachus} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Allactaga_subrubrum} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Allactaga_subrubrum} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Allactaga_subrubrum} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Allactaga_subrubrum} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Allactaga_subrubrum} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Allactaga_subrubrum} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Allactaga_subrubrum} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Allactaga_subrubrum} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Allactaga_subrubrum} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Allactaga_subrubrum} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Allactaga_subrubrum} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Allactaga_subrubrum} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Allactaga_subrubrum} {Machetes_nebrius, Motacilla_caucasicus}
{Aix_gigas, Allactaga_subrubrum} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Allactaga_subrubrum} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Budytes_karelini} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Budytes_karelini} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Budytes_karelini} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Budytes_karelini} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Budytes_karelini} {Falco_maldivarum, Machetes_nebrius}
{Aix_gigas, Budytes_karelini} {Falco_maldivarum, Motacilla_caucasicus}
{Aix_gigas, Budytes_karelini} {Falco_maldivarum, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Hottentotta_melleri, Machetes_nebrius}
{Aix_gigas, Budytes_karelini} {Hottentotta_melleri, Motacilla_caucasicus}
{Aix_gigas, Budytes_karelini} {Hottentotta_melleri, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Machetes_nebrius, Porphyrio_maihensis}
{Aix_gigas, Budytes_karelini} {Motacilla_caucasicus, Porphyrio_maihensis}
{Aix_gigas, Calidris_arseniavi} {Abantias_dignus, Falco_maldivarum}
{Aix_gigas, Calidris_arseniavi} {Abantias_dignus, Hottentotta_melleri}
{Aix_gigas, Calidris_arseniavi} {Abantias_dignus, Machetes_nebrius}
{Aix_gigas, Calidris_arseniavi} {Abantias_dignus, Motacilla_caucasicus}
{Aix_gigas, Calidris_arseniavi} {Abantias_dignus, Porphyrio_maihensis}
{Aix_gigas, Calidris_arseniavi} {Falco_maldivarum, Hottentotta_melleri}
{Aix_gigas, Calidris_arseniavi} {Falco_maldivarum, Machetes_nebrius}
