9355 28302
2856 537 419
8856 7814 -907
7205 1775 -813
226 6790 -924
6364 8346 -92
9262 3892 906
3707 3053 -8
8511 4161 -778
6633 3916 74
4936 6987 -573
7573 21 -223
7802 6164 -266
6029 4307 -380
5816 5047 -496
1112 1965 -111
4240 3010 -51
2805 3890 24
4370 7625 455
5840 5755 185
4987 5512 960
4122 6297 707
1861 1398 -405
6960 7007 -668
4737 6521 -825
1163 3055 -289
751 4892 119
7081 3599 143
6918 5161 -725
4072 1920 -664
418 1802 530
4076 1554 -91
3277 1724 983
8583 8686 -928
8605 7191 -72
5757 7873 903
6056 561 673
1541 8598 -195
6952 6413 -546
6154 2310 -239
4510 6740 422
5752 2834 160
4455 8402 -335
8393 8396 -966
2644 2268 72
2895 7680 823
4391 3720 542
6202 590 -97
1281 8488 -860
37 4751 -971
8142 3031 120
2455 9032 574
2388 8063 165
8010 5457 181
2516 1764 -199
3889 2321 558
6942 2240 -39
3827 8249 -256
1031 4571 -167
3277 7242 -313
7186 1285 -822
4547 3620 -643
3978 8500 -121
6171 5069 -358
7754 2661 -414
6573 1687 285
4709 8637 -447
230 8607 855
5831 4985 937
5196 9325 329
8364 7335 42
8410 5142 -500
179 1755 675
6099 9159 916
7026 2804 929
8642 1745 -776
3441 5147 -641
4365 4660 -42
7534 6458 125
2357 4597 -486
6545 1882 578
3472 66 579
4744 5193 -112
9136 8519 -663
8190 1722 -421
6958 6766 179
7608 2850 760
355 5730 -148
6461 1263 -617
4186 760 646
8273 5199 115
1980 1749 591
1791 6662 -822
4078 479 -863
2469 1448 -832
3103 2336 951
7604 4752 -567
6844 3143 -836
6062 5673 -413
1240 4617 -179
6501 768 -117
7541 1138 534
2332 1956 -994
8860 177 -219
1442 8159 325
3324 8070 810
7414 8030 674
6489 7275 120
4175 6452 299
1128 2135 -753
3957 8399 -709
5921 4694 389
2534 1516 530
8667 1570 -354
9049 523 -107
1655 3920 89
350 5892 518
9268 4591 -319
6998 127 -243
7750 7237 -242
7454 8130 382
842 2898 -836
2580 4018 -624
2272 5952 475
8715 3052 85
3968 6991 -187
3581 7104 154
388 5439 105
7306 8685 791
8541 6737 916
3517 868 -96
440 1474 857
8507 3888 727
5154 8858 -338
4995 5494 127
5966 5183 557
2997 5878 31
1275 4442 924
3345 3232 -215
1789 2175 293
8285 2526 -623
2391 1598 208
390 6421 665
167 2708 363
785 6570 -566
3566 8684 -891
5966 7640 -602
2604 7667 888
3941 3134 243
9297 8618 -573
225 7494 583
3000 6024 427
1871 3917 516
8678 2239 860
7400 4582 689
1938 8574 903
1051 515 -314
5268 1936 -268
6069 3204 65
3163 1434 -920
8704 2704 281
5120 1264 -649
153 4744 911
2468 2993 -649
2101 8777 391
1485 5659 -933
7445 8097 554
388 2065 550
276 6539 -193
5914 5046 889
8524 8787 499
2203 3232 -278
53 3783 -859
6337 7777 671
4913 4618 -588
185 4921 700
1983 6557 692
26 4489 -831
508 2774 -14
5650 5207 529
5795 2979 -633
7002 5481 -281
9251 30 -167
177 4317 -808
5488 2272 974
2802 6624 205
5863 8507 578
2738 7778 -566
2963 52 -752
9141 7882 937
1155 3995 -485
6472 8212 973
1303 4845 344
8947 2119 -641
5177 39 646
8169 4163 -389
124 6435 795
2626 4068 481
7567 2400 973
4217 9239 47
4987 6863 -325
269 5650 -806
4551 8122 -340
32 1951 398
7734 6736 -106
2381 61 -900
4967 6339 905
2295 1625 -55
1668 3793 -989
3513 7798 152
819 2436 446
3042 5309 -855
5446 2520 64
8776 7752 -360
72 2393 515
5260 3056 277
4479 7585 134
513 921 989
5542 4345 -537
4372 4556 -955
3665 6994 888
7729 2747 -392
1141 9276 228
2886 3783 407
8279 7092 -477
1476 2644 -843
6780 5111 695
8231 3272 -831
4644 3262 -136
6543 7838 -879
5967 6532 176
2744 1111 -390
1758 3169 8
1579 3402 -325
4515 8721 149
5808 3565 -416
6416 6094 414
5069 92 -448
330 879 187
5180 2244 -810
5497 8418 -10
8369 3326 -362
7290 3509 -598
6504 8218 -195
3938 8655 153
644 5711 544
8324 7854 168
7253 4776 -239
4434 3033 -382
7937 1004 -168
5934 8689 178
943 4464 337
610 5669 246
7832 475 -727
3890 5135 986
2061 1105 -212
1987 4273 -391
3702 4676 -12
4345 5183 -307
4437 6645 -476
7148 3854 312
850 1483 -633
1221 3105 -801
7204 1003 -474
3520 4159 144
7599 1305 243
113 1624 -829
487 3898 22
7063 4496 -632
4818 5730 944
8495 1568 707
8499 8860 162
5544 7817 -396
9061 5376 -340
2077 5532 -814
8771 3261 101
4779 8490 312
4100 5480 -597
4738 8051 -414
3198 503 684
8465 2073 -383
6225 6019 -416
2961 3556 185
3394 7631 902
2618 4635 158
2115 8388 339
4714 8427 777
3432 3834 -923
5886 7381 -185
7532 3261 580
6188 4015 -722
2196 3950 -818
2194 7194 -430
4182 8780 -66
8104 8153 966
7855 7892 931
6472 89 842
5683 7040 -688
224 2361 -41
4720 7039 -342
9148 3612 -468
1770 8052 246
5093 5321 974
7493 3889 836
6293 7383 937
4610 7985 -669
513 307 -43
3535 6464 -797
28 2795 -77
440 5025 -362
8776 8095 -660
4396 113 332
8451 5788 -766
4271 2885 880
7232 7541 -189
4222 7059 -298
3438 8766 -864
7193 3166 597
9292 4670 -835
179 1407 -526
5986 1594 -427
8032 4941 -655
8345 371 -743
6015 5871 793
1271 5076 -149
7277 8894 522
3159 498 600
2262 7929 303
6426 1125 -512
5310 3540 819
5964 8628 629
9261 1634 -864
266 5620 974
6022 8293 967
1636 1524 201
7391 7976 -584
7019 6087 -690
1203 3357 -285
6992 3766 115
5887 4040 -488
930 1950 413
3129 1528 557
3086 5266 -531
1933 788 653
6298 9175 -241
3158 151 175
7560 4424 572
3180 2620 669
7903 2145 -410
5444 6446 -885
1391 2764 360
6657 3746 -624
1683 2464 -903
142 7484 329
9122 3613 113
6748 2400 512
684 142 -665
1715 4166 -562
760 4043 984
797 5307 -653
3434 2365 -937
5060 972 -869
4629 9067 -945
1189 8404 -519
6964 6191 133
788 3565 -868
4794 3672 -184
3393 3165 185
3434 138 -512
2528 2132 251
868 7909 -887
7817 628 -72
2972 7423 -477
5832 6540 109
8909 5320 -412
5426 3538 919
7016 8954 -893
4419 6934 -430
3304 4288 -668
3428 6652 427
8276 3251 172
4507 3457 873
197 4214 255
3867 1591 358
170 7223 671
4789 6834 172
2009 171 577
1752 2222 330
6178 7218 554
1566 937 215
1938 6036 -819
963 5796 509
1868 5818 -283
6865 6835 219
2154 2242 114
3418 7592 180
830 6136 921
8822 8657 317
3551 8120 -590
1942 8254 119
8644 2526 446
3775 1840 -777
7264 8834 326
3783 8407 623
792 5481 149
2163 4148 214
8233 4840 381
298 659 -920
2689 3651 516
2599 5891 -592
3337 588 26
1986 7875 343
3520 3468 -86
6063 1480 -468
1758 872 886
7983 7895 689
8506 766 -671
7102 2174 834
3192 8949 346
26 6100 903
4621 2152 977
6325 6027 -399
4788 3767 442
8507 178 -201
7632 6339 -166
3768 2583 810
3187 8493 -801
4922 6121 773
8245 5792 -918
3702 3609 -408
8502 2348 244
2059 2090 287
334 5475 905
6902 6379 960
171 6046 977
6500 6295 684
9154 2386 593
7367 2880 -131
8263 4532 -931
1216 5211 451
8740 8210 23
2387 9170 952
3394 7362 -86
3239 6343 338
677 676 -862
625 1877 794
3775 164 542
6293 6704 -597
1186 5299 -194
8775 7791 -831
8852 5359 -371
9217 357 225
6193 1919 441
1301 6925 -641
6453 7047 653
4293 1670 921
3619 151 363
1711 4867 -362
8654 2612 -940
1794 6101 811
2534 3573 -603
3989 8883 805
6052 5948 -1
197 5659 -703
4611 4583 -294
1352 6864 459
4037 8466 -17
8348 7401 -195
7964 1945 609
4173 8837 -218
3358 5236 140
790 3571 786
8762 900 -939
2439 6427 703
628 5832 -293
5719 5629 547
5474 6374 -291
2240 3908 90
4613 7336 417
7828 2497 818
9032 2825 516
1264 4221 -338
5144 7676 -44
3812 6518 -217
1263 5993 -802
3033 5982 390
5199 3639 -765
8086 8236 -530
440 6735 429
1747 5085 373
4854 6569 650
6822 2501 -43
1960 4859 -82
7269 8402 897
3489 5973 431
4483 2232 904
6860 2949 -629
4429 4172 -588
4063 9144 -915
5449 43 275
233 6696 -927
5016 1555 -37
7920 546 -583
1137 2070 201
1117 8277 -362
6866 4178 511
4329 5814 999
6257 7613 -563
2805 7990 -437
2457 2493 -140
3699 5222 902
2858 3863 499
3871 1998 176
5338 7197 -619
5131 8564 -946
3722 8584 702
5398 3192 -977
4574 4424 162
647 3838 -171
6091 3360 -842
6910 2058 -693
6080 2120 -766
9082 6215 -94
2463 4691 -656
2236 3236 -840
8999 4253 -69
7256 9049 -447
7172 8011 -314
6273 8448 552
4836 7921 -384
9024 7873 -999
1972 598 -903
4576 46 -959
2063 7681 596
6707 534 -438
4983 7744 -140
4309 8766 -649
113 8891 -145
5232 2833 -621
3969 7289 -349
4604 2955 739
6324 6325 -820
7767 2508 -615
3845 4899 -786
1276 9276 -507
3149 5897 -306
8397 6916 378
7528 8844 311
688 6885 -703
5293 7372 483
7020 4658 575
2502 2277 653
1566 1898 -945
5178 7758 1
3586 218 967
2335 5088 -383
2493 3223 215
7981 7410 -37
493 7161 875
635 624 473
1792 6171 -753
7704 6160 749
4717 3716 867
2818 6804 167
4317 3592 247
4488 3895 253
7419 4211 -821
1402 6077 179
6694 6620 805
5013 7967 281
6574 5826 633
2074 9114 -487
4436 6913 136
9062 7628 866
3048 7538 -401
2216 5213 -944
4014 3819 347
1168 697 88
2047 7999 -195
5422 5659 275
3546 2301 -393
2227 2421 -425
3523 60 350
6523 3363 768
8357 3635 -368
7506 6248 -844
4540 8629 -709
4581 1056 -23
4372 874 -320
8741 152 266
6432 3770 49
8365 8812 -676
3683 8848 134
8726 7436 -4
4637 7010 92
5476 7948 475
8585 1523 -50
1353 6651 611
2820 4214 -454
4542 6093 780
6535 7983 -466
639 2972 -229
8368 2577 -473
9132 8521 850
4645 7658 881
2243 7830 735
8584 5473 384
242 4923 807
879 2898 871
1131 1664 -624
476 362 -118
8755 5809 -73
6587 2952 911
796 6801 796
6015 4548 -540
9045 8541 297
6019 2098 -457
8179 5505 220
5820 3678 -93
1611 8934 -240
3967 1481 744
2436 8875 -886
5688 7966 -435
5196 3384 597
6254 3540 -848
8607 1776 -603
4737 1830 -108
6880 2796 -521
5415 3513 -24
9114 5951 -764
7609 8336 -990
2574 2010 -951
663 9189 326
6579 1888 662
7836 7870 285
3256 9258 -454
3841 9081 638
8581 2911 -650
9278 66 -513
8112 576 404
6531 1549 147
5853 1491 292
1894 196 144
374 3784 -46
7516 8461 384
5555 1718 -937
7511 9154 -287
314 1158 989
8607 3506 127
5174 6775 927
8201 8060 607
423 3482 861
2567 4752 -902
7982 2792 -356
2353 8727 493
7427 4306 619
9121 4202 671
3234 4747 -424
8682 1939 -91
4505 6246 546
900 4789 -793
819 8816 -790
3568 5359 -888
8689 8887 -720
6753 123 -973
8166 1548 -938
6552 7942 824
356 8351 -863
809 2372 -166
8784 5786 -48
716 5895 119
6885 8777 550
8181 6303 773
4302 7955 -272
8498 8901 557
2618 9044 -98
6823 9004 111
3425 6916 -37
2650 1266 -540
2535 1093 -389
7355 9098 352
7501 5924 -290
4866 4968 -256
47 3644 434
8913 8059 -311
5841 5815 -829
10 7311 -655
1927 4240 -30
1506 8743 109
1704 4879 -701
9144 8293 -422
5103 8233 133
725 7150 -96
5326 7632 -573
7554 4378 -529
7570 8731 459
421 6698 552
2430 226 447
6051 7947 551
5222 130 418
7590 8338 -28
5116 7359 -125
6383 408 -908
5845 8616 376
1508 3019 421
8739 5420 -988
8504 3408 -793
3445 813 -190
4841 171 -194
2194 541 -578
7251 3015 743
7695 8868 368
4479 524 895
3766 4340 675
2353 2271 502
6418 7186 839
694 3280 104
1847 7384 -29
1064 2924 -706
2772 808 -906
4876 1838 -134
3163 2360 650
827 573 -190
8682 2598 -844
8812 6110 285
7793 9156 -691
2502 1444 -373
858 141 -827
938 3190 121
4404 3582 827
2578 5317 -54
3650 3590 850
1775 7921 -151
6399 2559 827
8521 2841 -439
5257 870 -591
590 3485 340
250 3000 978
7216 5149 240
8094 6910 64
5396 5810 517
7490 6094 394
1793 5699 888
7533 1842 1000
9178 7128 -561
1243 3302 519
6491 2957 643
1065 5943 -848
8410 6503 193
4377 1180 -964
5265 1538 -952
7570 4943 -630
4879 4826 911
5188 2113 427
7779 476 -101
7308 8310 378
3101 3857 119
4179 7279 492
7870 4245 -290
806 8264 -892
1989 6144 556
7997 4494 447
1440 3686 -599
3432 3649 432
3484 758 14
5498 6708 247
6123 4392 653
8851 1153 779
8632 121 -774
7358 4276 193
2921 6732 -756
8250 4286 0
4211 4927 -420
2172 4737 -177
2287 5419 -81
7195 2666 -465
240 6729 -894
2239 9216 620
8287 8064 181
7563 5422 398
3758 2665 -507
3259 8793 434
8064 83 -658
2846 1766 190
6714 8100 -282
3618 2357 766
43 8136 815
9161 4255 258
9012 4225 -525
2380 5971 295
7527 3229 199
6448 5343 676
9162 9142 678
5478 8065 495
4424 2073 -130
470 5769 -916
7083 2831 -162
7696 4406 724
7358 7845 -856
3330 4678 580
3446 5923 453
2554 6407 251
6048 8744 -51
6083 8429 -12
4249 8826 -412
1477 7250 -30
1241 1847 -717
7004 8489 -26
5568 5295 -9
3715 2963 -613
1333 6735 561
9028 1866 -248
1929 9121 -558
44 6493 -677
7208 2892 -983
3539 3029 -49
4731 6419 118
2086 7202 -239
578 3775 370
2009 2755 714
5678 219 -126
4194 1450 216
4331 4316 586
6079 5773 530
6934 2058 76
4464 2360 -331
4744 7332 462
4644 1688 271
4487 3299 -235
1978 3009 848
1289 5509 248
3461 5393 203
2345 2674 -827
1083 8266 -920
1876 6529 48
1049 4615 -429
5608 3134 -342
7604 1111 990
903 1821 -32
5630 8690 -535
5910 2668 -175
3067 5127 -169
979 978 -161
2402 1239 -790
8641 5407 726
9312 2507 107
7502 1072 157
8903 883 -940
7024 2950 11
5968 2264 -48
4904 8012 -606
8720 8161 616
1265 2656 -593
1875 4879 -863
3779 1477 -944
1821 5962 12
3221 7515 -704
5738 756 944
7629 5963 967
8864 8757 94
8821 7452 381
7016 8037 -159
8165 1236 -727
7805 8844 495
2463 3496 85
7811 4025 9
1985 9018 -811
1736 5917 218
1043 7045 494
7474 6706 505
4223 5348 -89
3331 8446 -821
3596 4042 596
2823 1068 612
9192 7867 737
5297 4158 913
5903 5051 -980
3369 2521 -768
6662 924 875
2505 1996 753
2726 8100 -504
4518 1081 -566
893 2579 992
2093 6400 -838
1608 518 206
8568 4463 -36
5822 6366 351
5492 2066 510
1356 6323 -642
4150 2399 -100
1989 1804 -672
4065 1231 718
1304 7201 265
9072 702 -315
4019 2297 88
7351 5882 651
222 1136 -797
8345 6113 646
6556 6696 879
2916 741 -936
5978 2670 419
7850 8617 364
1837 6722 860
5982 4661 67
7212 7191 178
8462 7880 -561
6938 7663 -138
6797 5730 -538
7786 2872 786
3987 2134 -653
3021 8195 -710
4739 3542 697
7582 247 137
6702 1157 573
8253 7778 -453
7710 2675 782
7832 1436 -418
5483 1306 -540
6305 2349 -911
6807 7347 77
3392 7841 502
1994 2630 409
7580 4030 23
1900 5147 -270
5438 5463 -241
4929 5669 824
6660 1751 865
8975 560 -850
3073 3585 183
391 7004 740
7127 743 -709
5831 4909 -264
2036 1727 415
4633 872 886
2780 4094 706
1111 1949 -507
5328 6205 843
9037 454 -332
2087 3117 618
7377 4043 503
7841 8282 831
7577 2036 -995
7548 1617 -20
7489 4310 -990
1387 5490 -850
4038 4619 371
8130 5368 -188
3348 8944 -681
6745 2409 -366
1448 1756 -36
9275 5498 -872
3607 6670 -883
3865 1984 -965
6249 9108 -202
4916 2324 136
5830 2356 281
641 4620 842
49 937 -971
2180 7504 657
7448 7209 769
2227 5522 558
2889 8823 -451
4429 5742 -423
5501 4820 -556
959 3534 -289
2503 8252 -516
957 2388 66
5101 3873 451
3687 7104 809
3837 6256 -465
4352 459 -22
5652 2372 -188
2724 4692 -70
8515 2524 -61
2688 1644 -685
7637 6792 -485
6351 6952 -945
1807 6268 -445
5653 6812 300
7396 4984 -164
8848 6239 -230
7385 6559 67
613 4573 495
3661 6460 -990
5274 5009 460
3185 4491 -757
4175 5454 632
6745 167 -293
9030 8855 899
8115 8915 1000
3 942 466
635 7773 219
2107 4643 -901
6118 7169 361
4959 4767 -175
4051 7679 -407
2617 6269 63
4896 2278 568
6318 4725 730
3614 5981 -701
3325 5074 -569
1643 4238 -109
6210 218 384
2626 1940 -844
3020 9329 -722
4783 6087 -390
6499 7184 4
3420 7597 -855
6539 3467 806
6668 908 -996
9355 8881 -781
1579 3942 -779
2683 8067 185
8871 7923 -14
8237 21 -924
8474 4455 329
345 4582 773
1273 2672 33
2453 5499 -39
2275 2910 731
4065 1869 166
2061 8625 -366
7917 9013 341
8312 8096 -958
7585 8683 -885
6121 2757 -383
4858 4021 762
1284 8962 -989
7109 2971 -373
497 2705 -221
910 7036 886
9340 3029 936
2051 2534 -393
2846 846 481
8187 4701 -834
12 3224 -197
8733 8218 -417
9034 2537 -931
9327 4618 -353
5311 5983 176
7707 4264 -411
3708 717 129
7733 8178 -788
4790 2563 839
9019 7446 778
4662 5149 6
2019 5006 651
6866 5989 983
2579 5635 723
197 6530 711
2946 7290 171
8827 3295 -916
9339 8878 88
4 8198 253
4784 4715 547
5732 8562 -31
5070 6838 -676
5123 4782 -840
4760 3303 77
1557 3106 84
6060 4409 163
4651 5411 -372
5834 892 -891
7243 604 -232
5918 8527 -145
3425 7617 -946
8224 8402 67
7074 1445 -715
448 1842 -3
134 8457 765
3484 8957 367
3996 5308 -502
2459 5495 -905
5076 4276 446
5078 6802 170
25 8680 478
8678 5778 -475
7167 3052 564
7406 9163 -142
8495 191 134
3006 398 -303
1531 1680 -745
6626 6688 678
8227 4005 276
9196 353 -279
171 7946 -253
1640 5948 777
6545 1211 49
7384 562 -94
8850 1526 300
4514 3155 -517
5355 6575 -330
3392 2374 60
192 206 -91
4469 6162 878
588 5698 670
5304 3516 255
2111 3105 154
5715 6089 400
3408 734 96
8315 8279 736
1723 5792 508
1269 5600 -572
8400 2564 255
9039 84 -191
7388 8772 373
5631 2863 -929
1195 6041 760
3015 3688 -863
6441 1016 -126
8903 6533 541
9059 1790 -643
2406 8883 53
3107 3976 752
8533 3958 -460
8046 8394 -946
8060 6639 181
8762 2923 -609
9140 2335 -185
7523 755 280
4475 9245 -115
6557 7466 -280
5292 8392 311
8958 4203 867
1894 5948 434
340 4945 762
2834 6921 -617
7359 7467 -206
3744 9175 796
2813 4596 -573
9282 419 -999
5311 7221 846
1585 3158 -732
8727 1355 490
1489 6523 -550
209 5307 555
3843 2296 803
4447 5435 567
2107 3243 265
366 7484 577
3775 1234 833
6727 7457 632
5380 2578 692
945 9017 798
1249 8691 504
5212 2798 -627
6467 8174 -930
3952 4772 -724
5715 5801 218
7859 7077 -452
2796 6636 15
7216 515 770
3496 8602 848
2687 3502 298
2984 5077 787
3263 3275 117
5029 8609 611
152 1502 -776
5850 4419 -373
6658 5077 -996
176 3644 343
5513 5465 -688
7862 4767 -906
6121 9032 -988
2264 3686 742
214 212 555
8708 4679 -394
1583 355 741
2348 1199 -484
2196 5235 706
6743 7290 835
4061 1280 -637
4746 8403 333
4274 6077 -380
1195 1563 888
488 8296 361
5414 8933 -920
2907 8149 597
715 2889 133
5937 5693 -637
3226 6586 -433
8365 6233 -164
3636 4878 -201
3349 6814 -880
5463 1218 741
5952 2045 610
1717 2243 -502
2584 4259 -11
4203 8181 434
6143 6514 -42
513 3722 327
4909 692 -97
6685 7752 -155
4675 3690 352
322 2132 241
8972 5448 843
197 502 -270
7312 7884 971
1630 2868 -680
7283 2441 919
7097 6111 124
4523 9062 -352
2259 1470 -302
777 4056 -459
8562 4214 476
6626 417 -274
2162 9170 -548
9177 8013 -514
598 6779 969
6106 9257 793
7081 1619 -317
4786 9249 -207
8835 3383 -605
4497 4330 649
6442 2137 -130
5545 2459 -192
7027 7571 -128
2268 5219 -861
1007 1322 434
670 2893 600
7680 8400 220
6486 7434 -805
6239 8971 928
6897 1226 -398
6785 1289 88
173 1491 31
8367 3075 -76
2117 302 642
1780 7739 -656
1543 5993 -868
7409 7976 -748
6892 3597 393
5783 90 968
8394 5054 -138
7073 6813 739
93 7448 406
1653 3251 975
3343 407 -987
8451 8447 -305
6633 7410 281
5074 3528 -59
5419 2491 187
8804 5559 -717
2796 6603 -988
904 8161 926
7720 1902 -457
7421 8738 -573
2990 3898 -766
1311 6643 852
3757 4035 132
9095 1178 527
7979 6298 905
3918 584 373
5392 5772 800
7585 8537 410
162 1165 289
9179 8109 732
5304 6695 -270
4672 5227 -5
6401 8047 -877
914 1194 -468
4959 832 816
7212 3450 990
8376 6720 45
3104 5846 435
3122 750 947
4953 7230 431
292 909 557
1817 2000 205
1281 3243 -201
1795 6874 -160
7005 9009 923
836 4303 989
3230 3613 -976
8689 5654 -231
4317 7244 161
3964 5820 373
5026 3835 -187
5154 2187 -340
5043 9098 309
7495 7398 954
5185 4428 -983
2374 2735 -311
2605 2321 980
8392 1063 -555
5167 6112 -322
837 8488 -536
7016 5621 257
1698 2694 799
2116 1498 -66
5032 4632 -671
2822 973 -559
1779 1575 -575
6155 668 -184
1599 5043 730
4107 2300 -161
5898 8254 295
7838 8319 -823
6177 5124 406
6211 1812 -496
7683 1274 474
6227 978 858
3808 3820 -921
6718 5 -776
6343 9219 4
8181 72 -234
1173 8734 190
9336 4990 960
7341 2383 -367
553 7945 797
5427 3700 -821
517 1526 662
7161 8118 577
6472 8838 -420
1729 289 -888
7034 2179 267
752 1921 294
6193 4121 -774
3996 4832 -425
7126 6167 -881
2965 1645 304
6463 8309 783
3467 7741 726
7529 3857 240
425 6224 -524
1603 6979 547
1291 4774 -702
6950 622 -462
5672 3248 -335
8117 1802 -311
4871 3910 -154
8452 1628 -364
3039 4833 -839
6985 3593 321
1388 239 692
346 2475 -11
7292 7192 -513
1689 2099 -647
1327 8067 925
5062 6428 723
7907 3000 -193
6257 1715 392
6836 7728 -441
1662 4080 -513
5414 2596 140
7931 6863 236
1625 8939 -816
8298 8962 583
2395 7010 -147
6762 988 -77
5288 4681 913
3245 4374 -129
3736 789 -320
2674 4134 -432
8446 5357 -758
6608 3705 -733
670 4238 -447
6846 4331 661
424 5773 53
2784 8530 761
2569 223 -754
5361 3762 14
7077 3204 223
4012 7486 344
2870 2058 920
8083 4504 -506
7306 5865 -405
6901 3434 207
8635 3860 678
9312 8366 -493
8463 1706 195
675 4395 669
7219 1628 462
6728 22 -956
2674 7335 -372
7370 5062 -751
4768 3046 348
4222 1680 670
4642 456 147
4884 6089 453
1435 4673 70
8225 5916 -530
4770 7961 -411
2075 597 -624
7738 2533 672
5786 1118 911
8925 2398 -76
7281 2065 -748
804 5489 6
2897 6088 544
9196 6404 -568
3983 7453 946
4170 7717 -82
5952 8012 443
2811 6582 -470
3591 2957 200
7593 886 -495
2441 8005 -291
1329 1459 -786
1932 1485 880
9093 7445 626
4725 5885 -819
6910 3659 671
3974 6511 609
7682 559 -501
9094 2006 -167
4299 2405 -551
1309 8527 -689
1867 8472 -857
5364 1988 371
5207 7092 187
6745 835 -811
498 2855 -144
5295 5900 -201
963 8910 979
8592 7599 184
1533 9265 -831
2024 6686 -889
4355 4127 895
1040 4697 -689
4463 1168 209
6827 3561 -265
2317 6662 791
6695 1601 208
3516 4537 -1000
4829 8343 -204
3974 8887 892
3443 1098 -803
340 3517 -974
5412 4053 -959
2831 5039 -469
871 7633 -820
5287 1887 -496
3642 1290 -922
8645 5196 -703
496 6180 -363
5267 6489 349
7218 3105 -26
4934 7777 -456
3840 4385 804
3190 478 -614
2749 4164 -935
4349 3444 689
7844 3483 -535
9203 4497 899
6600 8030 86
5806 1600 623
2202 7494 -721
7250 8938 -179
2654 3585 -198
3421 2449 -826
8608 8835 513
7201 3752 -942
7901 1696 912
2524 6086 262
221 267 -854
4096 2526 -37
490 5005 -449
3777 4707 851
1607 6845 33
8831 4781 1000
2531 6961 -796
5026 5021 640
7786 4981 834
8368 4703 241
7014 146 386
7557 4806 264
6347 7827 482
8870 5703 869
6532 126 124
8912 1725 -312
6687 241 -516
3594 5601 -737
3439 6561 170
9340 1154 501
6998 8672 15
5399 1089 512
2839 7350 -726
8334 5755 -474
8632 5427 -928
1533 832 733
7574 8051 505
7850 9139 537
4451 1627 -752
2657 4013 -30
2959 3764 787
1734 4473 760
4187 5069 661
3896 8193 -188
3235 1325 -793
7264 6681 -924
8215 8013 197
7925 272 -473
2770 9328 410
7029 5725 -580
5927 8807 -310
5751 3358 865
5890 7157 -1000
315 5394 580
5598 7174 70
9224 426 157
2966 850 -162
2194 6182 -892
3323 8375 -649
1441 7040 -149
9142 3608 -845
3019 1483 68
6455 6695 842
8728 8798 150
98 4303 -778
4365 1957 552
2686 2901 -747
2064 629 355
6724 3250 -663
3301 4045 806
2509 4052 -861
4870 7058 423
1149 8301 380
769 8983 560
7938 6552 204
4386 5795 -964
6021 1432 141
1790 2578 645
4454 4759 691
2614 6716 848
7756 9011 -718
9009 9028 676
5346 6357 960
2473 7498 -367
9042 1886 -966
423 6874 -896
2855 8223 -804
998 6460 597
8854 7500 -485
6039 7660 -445
5682 7302 961
223 7014 -421
1951 6249 542
407 2610 -414
4639 6729 719
3002 2118 29
9197 1593 924
698 3349 712
